"t,","29,","4,"," 2.37900972366333,",,,29,4,,1.14,0.16,,"1.14173228346457,","0.15748031496063,",,"1.14173228346457,","0.15748031496063,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","31,","7,"," 2.443086862564087,",,,31,7,,1.22,0.28,,"1.22047244094488,","0.275590551181102,",,"1.22047244094488,","0.275590551181102,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","91,","-63,"," 2.728898763656616,",,,91,-63,,3.58,-2.48,,"3.58267716535433,","-2.48031496062992,",,"3.58267716535433,","-2.48031496062992,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","58,","-42,"," 2.7849035263061523,",,,58,-42,,2.28,-1.65,,"2.28346456692913,","-1.65354330708661,",,"2.28346456692913,","-1.65354330708661,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","72,","-27,"," 2.83512806892395,",,,72,-27,,2.83,-1.06,,"2.83464566929134,","-1.06299212598425,",,"2.83464566929134,","-1.06299212598425,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","84,","-73,"," 2.878408193588257,",,,84,-73,,3.31,-2.87,,"3.30708661417323,","-2.8740157480315,",,"3.30708661417323,","-2.8740157480315,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","84,","-100,"," 2.9532225131988525,",,,84,-100,,3.31,-3.94,,"3.30708661417323,","-3.93700787401575,",,"3.30708661417323,","-3.93700787401575,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","75,","-117,"," 2.9918668270111084,",,,75,-117,,2.95,-4.61,,"2.95275590551181,","-4.60629921259843,",,"2.95275590551181,","-4.60629921259843,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","110,","-36,"," 3.0441133975982666,",,,110,-36,,4.33,-1.42,,"4.33070866141732,","-1.41732283464567,",,"4.33070866141732,","-1.41732283464567,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","114,","-38,"," 3.088789939880371,",,,114,-38,,4.49,-1.50,,"4.48818897637795,","-1.49606299212598,",,"4.48818897637795,","-1.49606299212598,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","107,","-33,"," 3.1342833042144775,",,,107,-33,,4.21,-1.30,,"4.21259842519685,","-1.2992125984252,",,"4.21259842519685,","-1.2992125984252,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","98,","-38,"," 3.1850662231445312,",,,98,-38,,3.86,-1.50,,"3.85826771653543,","-1.49606299212598,",,"3.85826771653543,","-1.49606299212598,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","74,","-50,"," 3.2276265621185303,",,,74,-50,,2.91,-1.97,,"2.91338582677165,","-1.96850393700787,",,"2.91338582677165,","-1.96850393700787,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","61,","-54,"," 3.295459032058716,",,,61,-54,,2.40,-2.13,,"2.40157480314961,","-2.1259842519685,",,"2.40157480314961,","-2.1259842519685,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","61,","-72,"," 3.3435027599334717,",,,61,-72,,2.40,-2.83,,"2.40157480314961,","-2.83464566929134,",,"2.40157480314961,","-2.83464566929134,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","58,","-51,"," 3.392287492752075,",,,58,-51,,2.28,-2.01,,"2.28346456692913,","-2.00787401574803,",,"2.28346456692913,","-2.00787401574803,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","36,","-19,"," 3.435490608215332,",,,36,-19,,1.42,-0.75,,"1.41732283464567,","-0.748031496062992,",,"1.41732283464567,","-0.748031496062992,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","61,","-24,"," 3.4787254333496094,",,,61,-24,,2.40,-0.94,,"2.40157480314961,","-0.94488188976378,",,"2.40157480314961,","-0.94488188976378,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","85,","-44,"," 3.510849714279175,",,,85,-44,,3.35,-1.73,,"3.34645669291339,","-1.73228346456693,",,"3.34645669291339,","-1.73228346456693,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","81,","-34,"," 3.54058837890625,",,,81,-34,,3.19,-1.34,,"3.18897637795276,","-1.33858267716535,",,"3.18897637795276,","-1.33858267716535,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","44,","-10,"," 3.5820510387420654,",,,44,-10,,1.73,-0.39,,"1.73228346456693,","-0.393700787401575,",,"1.73228346456693,","-0.393700787401575,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","89,","-71,"," 3.6390304565429688,",,,89,-71,,3.50,-2.80,,"3.50393700787402,","-2.79527559055118,",,"3.50393700787402,","-2.79527559055118,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","110,","-36,"," 3.7012879848480225,",,,110,-36,,4.33,-1.42,,"4.33070866141732,","-1.41732283464567,",,"4.33070866141732,","-1.41732283464567,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","130,","-38,"," 3.7420127391815186,",,,130,-38,,5.12,-1.50,,"5.11811023622047,","-1.49606299212598,",,"5.11811023622047,","-1.49606299212598,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"t,","124,","22,"," 3.791975259780884,",,,124,22,,4.88,0.87,,"4.88188976377953,","0.866141732283465,",,"4.88188976377953,","0.866141732283465,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
